ID,Name,Date,Amount
00000139,Stephen Christensen,2023-01-02,471
00000140,Elizabeth Fisher,2023-01-02,388
00000141,Dennis Esparza,2023-01-02,259
00000142,David Farrell,2023-01-02,410
00000143,Dana Banks,2023-01-02,119
00000144,Andrew Williams,2023-01-02,201
00000145,Allen Griffin,2023-01-02,290
00000146,Eric Moore,2023-01-02,224
00000147,Kerri Wallace,2023-01-02,264
00000148,Stephanie Crane,2023-01-02,476
00000149,Travis Reed,2023-01-02,109
00000150,Catherine Diaz,2023-01-02,235
00000151,Christopher Lucero,2023-01-02,242
00000152,Victoria Woods,2023-01-02,123
00000153,Amy Barnes,2023-01-02,408
00000154,Francisco Terrell,2023-01-02,465
00000155,Beth Sanchez,2023-01-02,399
00000156,Douglas Underwood,2023-01-02,325
00000157,Matthew Wilkerson,2023-01-02,418
00000158,Jose Bullock,2023-01-02,156
00000159,Francis Miles,2023-01-02,481
00000160,Christopher Anderson,2023-01-02,221
00000161,Sara Martin,2023-01-02,491
00000162,Ricardo Ramsey,2023-01-02,436
00000163,Kim Alvarez DDS,2023-01-02,315
00000164,Calvin Roy,2023-01-02,474
00000165,Dave Sampson,2023-01-02,273
00000166,Derrick Flowers,2023-01-02,432
00000167,Erin Stokes,2023-01-02,491
00000168,Melanie Jordan,2023-01-02,319
00000169,Jasmine Hunter,2023-01-02,103
00000170,Martin Sanchez,2023-01-02,461
00000171,Andrew Hampton,2023-01-02,302
00000172,William Melton,2023-01-02,213
00000173,Matthew Berry,2023-01-02,198
00000174,Megan Buckley,2023-01-02,387
00000175,Stephanie Garcia,2023-01-02,443
00000176,Holly Smith,2023-01-02,184
00000177,Katherine Townsend,2023-01-02,323
00000178,David Madden,2023-01-02,441
00000179,David Pope,2023-01-02,425
00000180,Steven Maxwell,2023-01-02,419
00000181,Kaitlyn Hamilton,2023-01-02,389
00000182,Robin Russo,2023-01-02,375
00000183,Jennifer Smith,2023-01-02,438
00000184,Jessica Miller,2023-01-02,386
00000185,Linda Dougherty,2023-01-02,175
00000186,Ashley Moore,2023-01-02,329
00000187,Adam Ruiz,2023-01-02,245
00000188,George Miller,2023-01-02,178
00000189,Manuel Orozco,2023-01-02,419
00000190,Kevin Castro,2023-01-02,242
00000191,Logan Davis,2023-01-02,431
00000192,Dr. John Hill,2023-01-02,462
00000193,Kristen Rios,2023-01-02,116
00000194,Shannon Johnson,2023-01-02,499
00000195,Robin Holmes,2023-01-02,176
00000196,Jeremy White,2023-01-02,337
00000197,Brittany Barry,2023-01-02,204
00000198,Tiffany Prince,2023-01-02,437
00000199,James Burke,2023-01-02,383
00000200,Patty Porter,2023-01-02,431
00000201,Jennifer Stafford,2023-01-02,182
00000202,Pamela Smith,2023-01-02,332
00000203,Amanda Jones,2023-01-02,321
00000204,Deborah Clayton,2023-01-02,245
00000205,Cynthia Evans DDS,2023-01-02,273
00000206,Scott Davis,2023-01-02,340
00000207,Melissa Alexander,2023-01-02,381
00000208,Catherine Marsh,2023-01-02,295
00000209,Leslie Espinoza,2023-01-02,145
00000210,Robert Combs,2023-01-02,271
00000211,Samuel Juarez,2023-01-02,236
00000212,William Burns,2023-01-02,143
00000213,Joe Adams,2023-01-02,168
00000214,Katrina Bell,2023-01-02,265
00000215,Nicole Daniels,2023-01-02,259
00000216,Kaitlyn Williams,2023-01-02,226
00000217,Amanda Nunez,2023-01-02,196
00000218,Kimberly Blanchard,2023-01-02,465
00000219,Kenneth Murphy,2023-01-02,317
00000220,Kevin Pruitt,2023-01-02,297
00000221,Dr. Matthew Johnson,2023-01-02,386
00000222,Thomas Rowe,2023-01-02,163
00000223,Abigail Gutierrez,2023-01-02,401
00000224,Nicole Mejia,2023-01-02,324
00000225,Ryan Smith,2023-01-02,157
00000226,George Boyd,2023-01-02,429
00000227,Jeffrey Davis,2023-01-02,350
00000228,Terry Hunt,2023-01-02,322
00000229,Gary Ross,2023-01-02,222
00000230,Michael Grant,2023-01-02,179
00000231,Eric Barajas,2023-01-02,371
00000232,Scott Liu,2023-01-02,347
00000233,Kimberly Maynard,2023-01-02,188
00000234,Jasmine Tran,2023-01-02,222
00000235,Brittany Ruiz,2023-01-02,245
00000236,Albert Snyder,2023-01-02,148
00000237,Jessica Johnson,2023-01-02,395
00000238,Sydney Garcia,2023-01-02,110
00000239,Felicia Mendez,2023-01-02,176
00000240,Gabrielle Hayes,2023-01-02,204
00000241,Douglas Mclaughlin,2023-01-02,256
00000242,Jacob Watts,2023-01-02,110
00000243,Scott Carroll,2023-01-02,116
00000244,Nancy Taylor,2023-01-02,354
00000245,Adrienne Willis,2023-01-02,317
00000246,Zachary Miranda,2023-01-02,425
00000247,William Freeman,2023-01-02,220
00000248,Mrs. Sheena Weaver MD,2023-01-02,437
00000249,Katherine Wright,2023-01-02,293
00000250,Rebecca Barber,2023-01-02,447
00000251,Lacey Clay,2023-01-02,113
00000252,Samantha Woods,2023-01-02,349
00000253,Jerry Ramirez,2023-01-02,309
00000254,Samantha Christian,2023-01-02,245
00000255,Shannon Whitehead,2023-01-02,409
00000256,Jennifer Montoya,2023-01-02,324
00000257,Gary Patel,2023-01-02,478
00000258,Cheryl Atkins,2023-01-02,468
00000259,Lindsay Jones,2023-01-02,265
00000260,Thomas Barnes,2023-01-02,428
00000261,Mike Obrien,2023-01-02,265
00000262,Donna Conley,2023-01-02,306
00000263,Christina Hunt,2023-01-02,323
00000264,Steven King Jr.,2023-01-02,329
00000265,Jonathan Farmer,2023-01-02,354
00000266,Laura Harris,2023-01-02,478
00000267,Daniel Thompson,2023-01-02,389
00000268,Kelly Gates,2023-01-02,286
00000269,Carol Carney,2023-01-02,249
00000270,Regina Thomas,2023-01-02,465
00000271,Colin Knapp,2023-01-02,186
00000272,James Browning,2023-01-02,242
00000273,Jack Buchanan,2023-01-02,391
00000274,Andrew Mitchell,2023-01-02,284
00000275,Elizabeth Everett,2023-01-02,348
00000276,Sherry Harrington,2023-01-02,468
00000277,Caitlin Vargas,2023-01-02,130
00000278,Debra Barton,2023-01-02,500
00000279,Andrew Russell,2023-01-02,258
00000280,Dakota Davis,2023-01-02,312
00000281,Kayla Collier,2023-01-02,175
00000282,William Murphy,2023-01-02,325
00000283,Melissa Gonzalez,2023-01-02,320
00000284,Kelly Hale,2023-01-02,431
00000285,Bianca Thompson,2023-01-02,211
00000286,Michael Daniels,2023-01-02,194
00000287,Matthew Dixon,2023-01-02,322
00000288,Tracy Baker,2023-01-02,337
00000289,Kevin Russell,2023-01-02,338
00000290,Lisa Davenport,2023-01-02,190
00000291,Austin King,2023-01-02,173
00000292,Debra George,2023-01-02,122
00000293,Brian Patel,2023-01-02,189
00000294,Joseph Scott,2023-01-02,257
00000295,Rachel Brown,2023-01-02,107
00000296,Courtney Sanders,2023-01-02,254
00000297,Laura Farrell,2023-01-02,303
00000298,Louis Craig,2023-01-02,417
00000299,Marc Wheeler,2023-01-02,341
00000300,Andrew Russell,2023-01-02,220
00000301,Betty Orr,2023-01-02,278
00000302,Ricky Vargas,2023-01-02,130
00000303,Terri Hoover,2023-01-02,117
00000304,Joshua Mcgrath,2023-01-02,299
00000305,Ronald Kelley,2023-01-02,112
00000306,Savannah Cook,2023-01-02,210
00000307,Kelly Reed,2023-01-02,310
00000308,Rebecca Rivas,2023-01-02,160
00000309,Cassandra Marshall,2023-01-02,213
00000310,Zachary Graves,2023-01-02,456
00000311,Justin Taylor,2023-01-02,299
00000312,Shane Jones,2023-01-02,206
00000313,Philip Williams,2023-01-02,281
00000314,Juan Johns,2023-01-02,387
00000315,Monica Jensen,2023-01-02,302
00000316,Cory Phillips,2023-01-02,285
00000317,Thomas Bray,2023-01-02,184
00000318,Audrey Gutierrez,2023-01-02,144
00000319,Cindy Parker,2023-01-02,266
00000320,Kelly Schmidt,2023-01-02,324
00000321,Joe Walton,2023-01-02,110
00000322,Sherry Wang,2023-01-02,349
00000323,Jacob Lozano,2023-01-02,327
00000324,Julie Coleman,2023-01-02,461
00000325,Andrew Blair,2023-01-02,463
00000326,April Green,2023-01-02,392
00000327,Peter Day,2023-01-02,138
00000328,William Robinson,2023-01-02,249
00000329,Matthew Ellis,2023-01-02,255
00000330,Patrick Sanchez,2023-01-02,275
00000331,Gregory Hardy,2023-01-02,351
00000332,Ernest Freeman,2023-01-02,291
00000333,Holly Walker,2023-01-02,395
00000334,Aaron Smith,2023-01-02,360
00000335,Elizabeth Howell,2023-01-02,205
00000336,Monica Black,2023-01-02,144
00000337,Ruben Miller,2023-01-02,207
00000338,Gregory Jones,2023-01-02,314
00000339,Nicole Yates,2023-01-02,208
00000340,Jonathan Rivera,2023-01-02,268
00000341,Aaron Kerr,2023-01-02,265
00000342,Tamara Davis,2023-01-02,247
00000343,Marcus Vasquez,2023-01-02,467
00000344,Mrs. Jessica Webb MD,2023-01-02,398
00000345,Joann Smith,2023-01-02,305
00000346,Gwendolyn Campbell,2023-01-02,170
00000347,Richard Stephens,2023-01-02,321
00000348,Derrick Sosa,2023-01-02,434
00000349,Craig Fleming,2023-01-02,318
00000350,Sue Lewis,2023-01-02,223
00000351,Peter Reynolds,2023-01-02,277
00000352,Angela Bridges,2023-01-02,357
00000353,Deborah Harris,2023-01-02,170
00000354,Cynthia Nguyen,2023-01-02,186
00000355,Angela Cole,2023-01-02,282
00000356,David Griffin,2023-01-02,478
00000357,Robert Ramos,2023-01-02,175
00000358,Justin Phillips,2023-01-02,122
00000359,Steven Anthony,2023-01-02,482
00000360,Joseph Garrett,2023-01-02,399
00000361,Michael Thomas,2023-01-02,230
00000362,Xavier Daniel,2023-01-02,386
00000363,Jesse Brewer,2023-01-02,154
00000364,Elizabeth Yang,2023-01-02,408
00000365,Theresa Jenkins,2023-01-02,178
00000366,Derek Ingram,2023-01-02,367
00000367,Amber Hill,2023-01-02,124
00000368,Erica Morgan,2023-01-02,488
00000369,Sara Escobar,2023-01-02,245
00000370,Ariana Turner,2023-01-02,125
00000371,Justin Davis,2023-01-02,270
00000372,Amanda White,2023-01-02,177
00000373,Shannon Ball,2023-01-02,401
00000374,Brian Richardson,2023-01-02,435
00000375,Marvin Anderson,2023-01-02,383
00000376,Kyle Leonard,2023-01-02,412
00000377,Traci Gomez,2023-01-02,428
00000378,Claudia Dunn,2023-01-02,270
00000379,Julie Chang,2023-01-02,407
00000380,Emily Garcia,2023-01-02,315
00000381,Elizabeth Olson,2023-01-02,447
00000382,Joe Macias,2023-01-02,413
00000383,Amanda Delgado,2023-01-02,458
00000384,Dawn Walker,2023-01-02,225
00000385,Desiree Brown,2023-01-02,350
00000386,Adam Ross,2023-01-02,302
00000387,Patricia Vaughn,2023-01-02,441
00000388,Beth Cannon,2023-01-02,482
00000389,Kathryn Cantrell,2023-01-02,245
00000390,Stephen Parker,2023-01-02,180
00000391,Kevin Cummings,2023-01-02,439
00000392,Daniel Chandler,2023-01-02,462
00000393,Ashley Johnston,2023-01-02,249
00000394,Anthony Johnson,2023-01-02,219
00000395,Christy Sanchez,2023-01-02,155
00000396,Andrew Harrison,2023-01-02,460
00000397,Jamie Jones,2023-01-02,333
00000398,Lisa Terrell,2023-01-02,377
00000399,Steven Johnson,2023-01-02,226
00000400,Darren Martin,2023-01-02,122
00000401,James Wright,2023-01-02,231
00000402,Dorothy Kelley,2023-01-02,347
00000403,Christina Davis,2023-01-02,340
00000404,Sarah Edwards,2023-01-02,359
00000405,John Anderson,2023-01-02,192
00000406,Alex Mejia,2023-01-02,353
00000407,Joseph Day,2023-01-02,440
00000408,Benjamin Solis,2023-01-02,189
00000409,Samuel Delgado,2023-01-02,281
00000410,Kyle Bennett,2023-01-02,171
00000411,Robert Jackson,2023-01-02,308
00000412,Deanna Taylor,2023-01-02,486
00000413,Brian Berg,2023-01-02,488
00000414,Jacqueline Johnson,2023-01-02,450
00000415,Matthew Stephens,2023-01-02,242
00000416,Julie Scott,2023-01-02,433
00000417,Andre Blevins,2023-01-02,477
00000418,Mark Smith,2023-01-02,228
00000419,Ryan Rodriguez,2023-01-02,413
00000420,Tyler Carter,2023-01-02,151
00000421,Sarah Richardson,2023-01-02,476
00000422,Keith Watkins,2023-01-02,121
00000423,Carrie Combs,2023-01-02,194
00000424,Matthew Choi,2023-01-02,489
00000425,Jay Henson,2023-01-02,304
00000426,Tiffany Donaldson,2023-01-02,475
00000427,Vincent Zimmerman,2023-01-02,397
00000428,Jacob Smith,2023-01-02,104
00000429,Michael Pineda,2023-01-02,316
00000430,Susan Wall,2023-01-02,319
00000431,Justin Spence MD,2023-01-02,178
00000432,Steven Hunter,2023-01-02,244
00000433,Jeffrey Holt,2023-01-02,341
00000434,Bryan Wallace,2023-01-02,409
00000435,Lindsay Becker,2023-01-02,429
00000436,Laura Richards,2023-01-02,304
00000437,Tamara Hinton,2023-01-02,174
00000438,Kristi Johnson,2023-01-02,113
00000439,Kristin Medina DDS,2023-01-02,198
00000440,Randy Campbell,2023-01-02,217
00000441,Lee Mitchell,2023-01-02,438
00000442,Eugene Stanley,2023-01-02,265
00000443,Anna Meza,2023-01-02,411
00000444,Rachel Rivera,2023-01-02,291
00000445,Brent Howell,2023-01-02,116
00000446,Oscar Farley,2023-01-02,435
00000447,Mrs. Laura Jimenez,2023-01-02,351
00000448,Kevin Adams,2023-01-02,433
00000449,Brian Norton,2023-01-02,296
00000450,Larry Mann,2023-01-02,101
00000451,Elizabeth Kennedy,2023-01-02,243
00000452,Peter Robinson,2023-01-02,152
00000453,Martha Roy,2023-01-02,204
00000454,David Harris,2023-01-02,244
00000455,Claudia Villegas,2023-01-02,420
00000456,Kirk Williams,2023-01-02,444
00000457,Anthony Hess,2023-01-02,304
00000458,James Harris,2023-01-02,285
00000459,Joanna Mcdaniel,2023-01-02,309
00000460,George Bell,2023-01-02,498
00000461,Lauren Booth,2023-01-02,473
00000462,Mark Richard,2023-01-02,165
00000463,Melinda Cruz,2023-01-02,116
00000464,Emily Bonilla,2023-01-02,366
00000465,Traci Cannon,2023-01-02,162
00000466,Dr. Jennifer Cooper,2023-01-02,430
00000467,Jeffrey Goodman,2023-01-02,227
00000468,Kayla Williams,2023-01-02,311
00000469,Kristin Butler,2023-01-02,241
00000470,Karen Martinez,2023-01-02,101
00000471,David Olson,2023-01-02,380
00000472,Kathleen Evans,2023-01-02,230
00000473,April Cantu,2023-01-02,477
00000474,Jon Friedman,2023-01-02,453
00000475,Taylor Schwartz,2023-01-02,368
00000476,Laura Archer,2023-01-02,158
00000477,Lindsey Yang,2023-01-02,344
00000478,Shawn Wheeler,2023-01-02,199
00000479,Michael Reed,2023-01-02,399
00000480,Patrick Butler,2023-01-02,485
00000481,Michelle Wilson,2023-01-02,298
00000482,Miguel Haley,2023-01-02,247
00000483,Paul Adams,2023-01-02,278
00000484,Eddie Lopez,2023-01-02,306
00000485,Nancy Miller,2023-01-02,467
00000486,Kimberly Hoffman,2023-01-02,281
00000487,Megan Thomas,2023-01-02,264
00000488,Paul Brown,2023-01-02,444
00000489,Katherine Savage,2023-01-02,486
00000490,James Guzman,2023-01-02,368
00000491,Tracy Carpenter,2023-01-02,344
00000492,Katie Ortiz,2023-01-02,212
00000493,Joseph Davis,2023-01-02,467
00000494,Rebecca Finley,2023-01-02,173
00000495,Natalie Yoder,2023-01-02,280
00000496,Vincent Harris,2023-01-02,434
00000497,Angela Davis,2023-01-02,127
00000498,Robert Faulkner,2023-01-02,135
00000499,Joshua Vincent,2023-01-02,112
00000500,Dalton Alvarez,2023-01-02,281
00000501,John Berger,2023-01-02,465
00000502,Joe Jones,2023-01-02,280
00000503,Kevin Hobbs,2023-01-02,340
00000504,Shannon Brown,2023-01-02,355
00000505,John Smith,2023-01-02,361
00000506,Shelley Lewis,2023-01-02,360
00000507,Gregory Jimenez,2023-01-02,155
00000508,Kayla Moore,2023-01-02,236
00000509,Frances Frank,2023-01-02,251
00000510,Joyce Avila,2023-01-02,225
00000511,Earl Clark,2023-01-02,477
00000512,Miguel Donaldson,2023-01-02,350
00000513,Kevin Stevens,2023-01-02,386
00000514,Nicole Hudson,2023-01-02,317
00000515,Christopher Kelly,2023-01-02,199
00000516,Adriana Williams MD,2023-01-02,469
00000517,Eric Ritter,2023-01-02,301
00000518,Juan Cortez,2023-01-02,289
00000519,Adrian Hall,2023-01-02,495
00000520,Tiffany Jones,2023-01-02,313
00000521,Eric Wood,2023-01-02,499
00000522,Laurie Fox,2023-01-02,189
00000523,Daniel Patel,2023-01-02,226
00000524,Mark Bauer,2023-01-02,465
00000525,Daniel Jenkins,2023-01-02,284
00000526,Stephanie Stein,2023-01-02,305
00000527,David Nelson,2023-01-02,207
00000528,Charles Medina,2023-01-02,440
00000529,Tyler Pacheco,2023-01-02,211
00000530,Laura Wilson,2023-01-02,487
00000531,Teresa Fields,2023-01-02,427
00000532,Jennifer Murray,2023-01-02,322
00000533,Jackson Anderson,2023-01-02,250
00000534,Anthony Moses,2023-01-02,381
00000535,Brandy Blanchard,2023-01-02,328
00000536,Lisa Cuevas,2023-01-02,143
00000537,Paul Vaughan,2023-01-02,438
00000538,Cassandra Johnston,2023-01-02,157
00000539,Daniel Johnson,2023-01-02,403
00000540,Norma Perry,2023-01-02,189
00000541,Maurice Leon,2023-01-02,369
00000542,Michelle Moore,2023-01-02,247
00000543,Mrs. Sarah Cummings,2023-01-02,166
00000544,Tamara White,2023-01-02,363
00000545,Erin Frost,2023-01-02,391
00000546,Brittney Keller,2023-01-02,216
00000547,Collin Chavez,2023-01-02,145
00000548,Bryan Bonilla,2023-01-02,396
00000549,Cathy Allen,2023-01-02,325
00000550,Donald Haynes,2023-01-02,214
00000551,Leslie Martinez,2023-01-02,192
00000552,Jennifer Clark,2023-01-02,406
00000553,Frank Martinez,2023-01-02,436
00000554,Kevin Blair,2023-01-02,238
00000555,Grace Conner MD,2023-01-02,271
00000556,Brent Gregory,2023-01-02,308
00000557,Mrs. Sarah Henry DDS,2023-01-02,481
00000558,Wayne Weaver,2023-01-02,293
00000559,Ryan Lucas,2023-01-02,423
00000560,Robert Bailey,2023-01-02,254
00000561,Christy Burns,2023-01-02,325
00000562,Olivia Jensen,2023-01-02,348
00000563,Michael Cross,2023-01-02,447
00000564,Heather Miller,2023-01-02,168
00000565,Autumn Hayes,2023-01-02,339
00000566,Kirsten Price,2023-01-02,447
00000567,Amanda Peters,2023-01-02,253
00000568,Lisa Patel,2023-01-02,219
00000569,Ryan Robertson,2023-01-02,393
00000570,Rita James,2023-01-02,484
00000571,Angela Stewart,2023-01-02,185
00000572,Donna Harrison,2023-01-02,132
00000573,Mark Petersen,2023-01-02,216
00000574,Jennifer Jenkins,2023-01-02,366
00000575,Stephanie Powers,2023-01-02,322
00000576,Leah Molina,2023-01-02,127
00000577,Barbara Kline,2023-01-02,366
00000578,Judy Baldwin,2023-01-02,107
00000579,Megan Nelson,2023-01-02,313
00000580,Steven Hamilton,2023-01-02,292
00000581,Lauren Lopez,2023-01-02,417
00000582,Jessica Powell,2023-01-02,174
00000583,Sherry Smith,2023-01-02,136
00000584,Jillian Spencer,2023-01-02,242
00000585,Kenneth Cole,2023-01-02,482
00000586,Sean Newman,2023-01-02,183
00000587,Sharon Elliott,2023-01-02,324
00000588,Julia Benjamin,2023-01-02,127
00000589,Barbara Torres,2023-01-02,386
00000590,Austin Williams,2023-01-02,170
00000591,Anthony Berry,2023-01-02,207
00000592,Jessica Cervantes,2023-01-02,215
00000593,Nicole Orr,2023-01-02,444
00000594,Mrs. Leah Wilson,2023-01-02,459
00000595,Thomas Ibarra,2023-01-02,234
00000596,Raymond Young,2023-01-02,313
00000597,Desiree Smith,2023-01-02,418
00000598,Laura Summers,2023-01-02,344
00000599,Justin Taylor,2023-01-02,415
00000600,James Mendoza,2023-01-02,296
00000601,Charles Mora,2023-01-02,117
00000602,Corey Wallace,2023-01-02,467
00000603,William Thomas,2023-01-02,439
00000604,Brent Davis,2023-01-02,439
00000605,Ana Stewart,2023-01-02,399
00000606,Bailey Sullivan,2023-01-02,458
00000607,Angela Ward,2023-01-02,324
00000608,Sergio Hill,2023-01-02,304
00000609,Richard Smith,2023-01-02,466
00000610,Lori Ritter,2023-01-02,321
00000611,Tyler May,2023-01-02,184
00000612,Erica Pham,2023-01-02,292
00000613,Danielle Combs,2023-01-02,234
00000614,Michaela Powers,2023-01-02,222
00000615,April Hopkins,2023-01-02,260
00000616,Gina Daniels,2023-01-02,207
00000617,Daniel Lopez,2023-01-02,314
00000618,Donna Gomez,2023-01-02,479
00000619,Alison Nguyen,2023-01-02,361
00000620,Eric White,2023-01-02,107
00000621,Timothy Gutierrez,2023-01-02,108
00000622,Susan Evans,2023-01-02,321
00000623,Heather Campbell,2023-01-02,234
00000624,Derek Brooks,2023-01-02,147
00000625,Jesse Murphy,2023-01-02,389
00000626,Drew Shelton MD,2023-01-02,214
00000627,Tyler Huynh,2023-01-02,306
00000628,Alyssa Greene,2023-01-02,185
00000629,Donald Miller,2023-01-02,458
00000630,Maria Hernandez,2023-01-02,177
00000631,Carlos Wright,2023-01-02,240
00000632,Joseph Cabrera,2023-01-02,285
00000633,Michael Price,2023-01-02,488
00000634,Travis Hanson,2023-01-02,156
00000635,Emily Rosales,2023-01-02,119
00000636,Carlos Simpson,2023-01-02,364
00000637,Angela Rollins,2023-01-02,217
00000638,Dr. Andrew Mitchell,2023-01-02,419
00000639,Donald Hatfield,2023-01-02,283
00000640,Jason Hammond,2023-01-02,456
00000641,Joanne Sanchez,2023-01-02,319
00000642,Willie Larson,2023-01-02,216
00000643,Stacy Ross,2023-01-02,450
00000644,James Anderson,2023-01-02,456
00000645,Nancy Lewis,2023-01-02,204
00000646,Kristine Chang,2023-01-02,118
00000647,Christopher Thompson,2023-01-02,312
00000648,Samantha Moran,2023-01-02,335
00000649,Ashley Brooks,2023-01-02,376
00000650,Steven Tapia,2023-01-02,290
00000651,Brandon Schaefer,2023-01-02,317
00000652,Laura Brown,2023-01-02,321
00000653,Kevin King,2023-01-02,350
